date,product,region,amount,quantity
2023-12-08,Desk,North,771.04,17
2023-08-20,Microphone,East,1630.71,27
2023-06-23,RAM,East,1117.5,31
2024-03-02,Cooling Fan,West,1013.4,48
2023-08-05,Speaker,North,1149.85,35
2023-01-04,Microphone,North,1813.74,26
2024-05-16,Graphics Card,South,1519.2,34
2023-07-27,Cooling Fan,South,251.38,33
2023-12-23,SSD,South,1639.35,13
2023-11-17,Case,West,1782.75,8
2023-03-02,Processor,East,623.84,47
2023-07-21,Cooling Fan,West,963.23,37
2024-11-23,Case,East,256.05,49
2023-11-18,Case,South,865.89,38
2024-08-22,Keyboard,West,1648.31,6
2023-01-08,Processor,South,1322.7,47
2023-07-29,Cooling Fan,East,718.67,22
2024-12-17,Desk,South,1075.11,19
2023-01-26,Laptop,North,728.17,15
2023-02-24,Speaker,South,941.13,7
2023-08-11,Chair,East,1426.96,48
2024-10-23,USB Cable,North,1350.47,35
2024-09-21,Cooling Fan,North,483.72,41
2023-11-21,Processor,South,671.01,6
2023-09-06,Speaker,West,889.64,27
2023-08-26,Keyboard,South,327.16,12
2023-03-16,Headphones,South,15.35,36
2024-09-21,Microphone,Central,282.0,38
2023-09-27,Mouse,North,809.75,24
2024-01-18,SSD,West,79.42,35
2023-01-14,Desk,East,566.49,43
2024-09-13,Cooling Fan,North,1608.27,41
2023-02-25,Laptop,West,1836.5,26
2024-07-13,SSD,West,628.6,39
2024-08-13,Webcam,West,1718.43,35
2023-01-28,RAM,East,1035.31,44
2024-04-13,Webcam,East,895.47,29
2024-08-24,Headphones,West,1939.56,43
2023-11-13,External Drive,West,1788.99,29
2023-11-20,Power Supply,East,729.78,41
2023-04-14,Processor,West,972.7,41
2023-05-02,SSD,South,1630.28,11
2024-05-25,Mouse,East,1153.73,16
2023-04-27,Headphones,South,621.15,35
2023-01-23,Microphone,North,1365.66,28
2023-07-04,External Drive,South,1687.11,30
2023-04-14,Webcam,West,1322.1,2
2023-04-17,SSD,Central,1679.42,35
2023-05-10,Power Supply,West,640.04,24
2024-02-20,Case,East,1460.93,13
2023-06-21,Keyboard,South,878.68,37
2024-05-26,Mouse,South,1059.2,10
2023-01-27,Monitor,South,547.68,41
2023-11-29,Motherboard,East,1414.79,7
2023-07-26,Desk,Central,822.29,19
2024-12-04,Power Supply,East,1184.46,25
2024-12-14,Motherboard,Central,856.94,15
2024-10-30,Power Supply,South,578.33,23
2023-12-16,Desk,North,372.83,50
2023-02-25,Chair,South,1228.66,35
2024-05-23,SSD,North,1822.46,3
2023-01-05,Power Supply,North,112.37,15
2024-01-12,RAM,East,505.44,50
2024-09-28,Graphics Card,East,1553.81,2
2024-04-08,External Drive,East,1472.27,37
2024-12-02,Mouse,East,1529.27,37
2024-11-01,Microphone,Central,1411.23,35
2024-01-05,Case,West,1667.81,21
2024-10-01,RAM,Central,583.19,35
2023-04-19,Cooling Fan,Central,1587.34,3
2023-06-10,Mouse,North,942.78,41
2023-05-28,Mouse,East,1826.08,44
2024-05-27,Microphone,North,495.97,9
2023-11-08,Desk,Central,470.23,18
2024-09-09,SSD,South,1449.16,50
2023-06-15,Desk,West,1038.28,16
2023-04-23,Graphics Card,South,197.03,25
2023-06-24,USB Cable,South,558.06,5
2024-05-28,Desk,West,1408.41,17
2023-03-03,Headphones,Central,426.17,8
2024-06-20,Speaker,South,1456.72,4
2023-08-17,Keyboard,East,1634.05,41
2024-08-22,Headphones,East,1255.36,35
2023-10-12,Case,East,1677.08,21
2023-12-17,Laptop,South,1219.36,40
2023-05-29,Power Supply,East,48.78,23
2024-02-05,Motherboard,West,1475.9,5
2023-06-19,Cooling Fan,Central,1170.79,49
2024-04-30,External Drive,East,1640.02,42
2024-11-01,Power Supply,South,351.24,34
2023-06-22,Mouse,North,1700.59,16
2023-01-22,Keyboard,East,750.99,34
2023-10-16,Graphics Card,North,414.61,12
2024-07-05,Keyboard,South,1009.88,38
2024-09-17,External Drive,West,1119.68,3
2023-11-10,External Drive,East,514.82,10
2024-05-31,Mouse,South,1275.54,13
2024-12-18,Processor,South,763.85,22
2024-02-15,SSD,South,690.69,30
2023-04-17,Microphone,South,1296.54,13
2023-03-04,Microphone,East,430.92,33
2023-07-08,Speaker,Central,526.83,6
2024-10-13,RAM,West,355.82,5
2023-06-12,Laptop,West,678.25,43
2023-12-07,Chair,West,1490.09,43
2023-12-27,Webcam,South,785.93,37
2024-07-26,Webcam,Central,1025.63,33
2024-12-25,Motherboard,North,1644.79,14
2024-08-19,Keyboard,East,625.88,7
2023-02-15,External Drive,North,1639.14,27
2023-10-11,USB Cable,North,1571.66,32
2023-04-30,Mouse,West,1926.67,17
2024-08-13,Webcam,North,1455.31,11
2023-08-25,External Drive,West,877.18,10
2024-11-23,Monitor,Central,540.52,50
2023-10-21,Webcam,South,189.16,28
2024-12-13,Graphics Card,West,1602.59,46
2024-07-12,Motherboard,North,1947.91,17
2024-06-20,Cooling Fan,South,1984.94,33
2024-03-06,USB Cable,West,323.82,7
2024-03-30,Desk,West,1567.31,32
2023-02-01,External Drive,North,415.5,4
2024-08-15,Power Supply,North,1825.44,26
2023-02-09,Microphone,North,1409.13,4
2023-09-26,Power Supply,East,1696.23,45
2023-11-28,Webcam,South,965.64,29
2023-03-18,Speaker,West,95.17,3
2023-04-13,Webcam,Central,205.7,41
2023-05-30,Keyboard,East,1839.27,30
2023-05-26,Desk,Central,245.99,45
2024-03-05,USB Cable,North,876.56,37
2024-12-17,RAM,Central,1125.16,44
2024-08-28,Chair,Central,15.81,25
2024-06-17,Graphics Card,West,1687.82,9
2023-07-17,Cooling Fan,West,1499.23,36
2023-04-18,RAM,Central,1008.69,37
2024-12-16,Speaker,Central,886.27,49
2024-09-07,Microphone,East,443.54,31
2024-09-03,Headphones,Central,21.8,2
2024-01-26,Laptop,East,1882.51,42
2023-11-20,Laptop,Central,209.53,3
2023-05-10,SSD,East,470.68,48
2023-06-25,Laptop,North,179.59,16
2024-05-09,Motherboard,East,409.09,11
2023-04-02,Webcam,West,1290.56,49
2024-05-07,USB Cable,West,1948.52,44
2024-08-25,Microphone,Central,1348.52,19
2024-08-26,Mouse,South,1304.73,10
2024-05-28,Desk,Central,1653.5,16
2023-09-24,External Drive,West,516.81,23
2024-01-15,External Drive,West,371.78,14
2024-03-20,Case,North,901.46,8
2023-04-15,Cooling Fan,East,1681.98,34
2024-02-13,Chair,Central,1790.16,24
2024-07-07,USB Cable,West,1478.52,44
2023-10-17,Webcam,East,1647.45,7
2023-05-09,USB Cable,East,1559.57,42
2023-10-12,Headphones,North,1082.32,32
2024-01-23,Chair,South,1380.67,22
2024-04-21,Headphones,Central,1873.22,12
2023-03-03,Mouse,South,1580.23,25
2023-07-09,Mouse,North,88.43,15
2024-01-19,Laptop,West,484.23,7
2023-01-28,Webcam,North,1873.38,35
2023-02-16,Monitor,South,446.83,28
2023-06-18,Case,North,1263.13,38
2023-05-28,Speaker,East,1861.72,10
2024-08-19,External Drive,Central,781.72,10
2024-08-25,Desk,South,1762.85,4
2024-06-11,Chair,North,838.07,8
2024-03-09,Case,West,1721.47,43
2023-09-10,Webcam,East,518.97,35
2023-05-18,Keyboard,East,63.39,17
2023-06-10,Keyboard,North,371.71,39
2024-01-07,External Drive,Central,1008.41,17
2023-08-23,Speaker,Central,1451.14,11
2023-06-23,Power Supply,South,366.61,28
2023-06-25,USB Cable,South,105.46,43
2023-12-06,Headphones,Central,279.22,38
2023-09-10,Graphics Card,North,1127.64,36
2024-09-11,Case,South,1646.47,18
2023-04-04,RAM,South,1380.63,27
2023-03-03,Webcam,East,543.82,1
2023-08-16,Laptop,North,1964.75,43
2024-10-07,Graphics Card,North,1339.84,5
2023-01-19,Processor,Central,269.04,24
2023-04-21,Case,South,1745.28,18
2024-07-09,Microphone,South,1961.67,15
2023-03-02,Microphone,North,164.04,15
2024-08-24,Webcam,South,1910.22,39
2024-07-02,Desk,North,1386.27,9
2023-01-07,Cooling Fan,Central,1585.79,25
2024-06-26,Desk,Central,311.17,21
2023-02-19,SSD,Central,184.72,33
2023-11-25,Microphone,North,234.34,5
2023-02-22,Monitor,North,1458.15,33
2023-03-14,Webcam,Central,1805.84,18
2023-02-01,Cooling Fan,North,1599.96,33
2023-11-26,Graphics Card,North,1814.34,12
2023-02-10,External Drive,East,1854.48,12
2023-12-07,Microphone,Central,1121.18,12
2023-01-27,RAM,East,1091.6,25
2023-05-01,Headphones,East,1957.46,33
2024-04-06,External Drive,West,1617.99,46
2023-02-11,RAM,East,1278.29,35
2023-09-22,SSD,South,165.36,2
2023-01-14,Power Supply,West,352.68,12
2023-01-01,Webcam,West,1485.11,27
2024-02-29,Headphones,North,250.68,46
2024-06-01,Power Supply,North,1395.02,39
2024-08-06,Microphone,North,1751.57,40
2024-12-13,Power Supply,East,386.67,13
2023-03-21,External Drive,North,1814.76,5
2024-11-01,Power Supply,West,349.48,4
2023-08-05,Chair,East,360.75,9
2023-03-02,USB Cable,South,1062.28,41
2024-06-11,Desk,South,1114.29,29
2023-04-16,Headphones,Central,1392.92,2
2024-10-07,Motherboard,North,893.26,24
2023-02-24,Cooling Fan,West,452.51,3
2024-03-03,External Drive,Central,1425.12,5
2023-06-12,Power Supply,Central,190.68,27
2024-10-20,Case,Central,862.43,29
2024-05-06,Power Supply,East,831.96,11
2024-04-29,Chair,North,1066.26,44
2024-02-11,Speaker,Central,677.09,16
2023-10-16,Speaker,Central,1834.18,42
2024-11-24,External Drive,North,1566.73,3
2024-07-28,Laptop,Central,113.01,16
2023-05-14,Desk,West,391.12,4
2024-04-23,Desk,North,21.27,38
2024-06-01,Power Supply,Central,508.98,31
2023-03-25,SSD,Central,1627.8,6
2023-07-06,Webcam,West,1695.86,2
2023-02-12,Speaker,West,445.42,20
2024-07-06,Power Supply,Central,1899.91,42
2023-01-08,Webcam,Central,1797.09,4
2023-09-11,Desk,Central,1173.11,2
2024-02-05,Monitor,East,924.28,13
2023-12-19,External Drive,Central,445.51,1
2024-06-19,External Drive,Central,683.45,40
2024-05-22,Graphics Card,West,1322.16,37
2024-11-25,Headphones,South,1384.06,47
2024-03-18,Cooling Fan,North,1884.66,46
2024-03-19,Microphone,Central,1767.1,40
2023-12-22,Chair,South,330.94,50
2024-09-04,Speaker,North,30.92,33
2024-12-17,Desk,Central,1238.83,27
2024-08-23,Microphone,South,1280.05,41
2024-04-20,Motherboard,Central,1285.17,8
2024-04-20,Chair,North,545.98,34
2023-06-12,Desk,East,917.71,29
2024-10-03,Graphics Card,Central,1569.55,7
2023-05-19,Monitor,North,1921.14,33
2023-01-13,Speaker,Central,354.68,43
2024-02-02,Chair,West,1769.91,21
2023-10-18,Desk,West,1551.1,20
2024-12-11,Mouse,North,1566.62,11
2023-01-06,Processor,North,1537.24,6
2023-08-29,Headphones,West,1080.73,24
2024-10-29,Monitor,West,1753.5,34
2024-04-04,Keyboard,North,1026.29,2
2023-08-03,Monitor,Central,1922.57,15
2023-09-17,Mouse,South,1555.79,32
2023-09-08,Graphics Card,South,280.49,50
2023-05-11,Keyboard,South,355.15,20
2024-10-11,External Drive,West,1740.4,36
2024-06-21,SSD,South,535.75,47
2024-01-15,USB Cable,South,676.68,48
2023-01-26,Graphics Card,Central,1211.54,16
2023-01-22,External Drive,West,783.36,37
2024-11-01,Speaker,West,28.47,13
2023-07-06,Power Supply,Central,1186.4,32
2023-07-22,Processor,North,1520.61,26
2024-04-14,Motherboard,North,510.08,35
2023-11-08,RAM,South,991.91,31
2024-10-02,RAM,West,1891.43,32
2024-08-22,USB Cable,South,673.49,43
2023-09-29,Laptop,Central,206.4,6
2023-01-29,Motherboard,South,1626.99,24
2023-04-07,Keyboard,West,406.45,46
2023-09-27,Power Supply,East,1729.7,20
2023-03-19,Monitor,South,1009.22,8
2024-06-21,Keyboard,West,708.92,17
2024-01-11,Chair,South,974.89,48
2023-01-30,Keyboard,West,1086.63,37
2024-01-27,Webcam,North,1683.44,5
2024-07-12,Power Supply,West,1888.65,2
2024-10-22,Processor,West,190.55,48
2023-03-08,RAM,Central,30.64,29
2023-01-01,Case,East,821.23,31
2024-11-26,RAM,West,719.89,31
2023-12-07,Monitor,North,819.79,32
2024-01-28,Laptop,West,801.48,25
2023-12-22,Chair,South,192.8,3
2024-05-10,Laptop,North,473.18,4
2023-07-07,Monitor,North,116.82,24
2023-04-18,Laptop,Central,1043.29,29
2024-12-14,Webcam,South,879.16,26
2023-12-29,Monitor,South,1109.84,13
2024-09-21,Chair,West,1224.75,47
2023-04-06,Motherboard,West,1910.2,29
2023-02-26,External Drive,North,540.55,32
2023-12-19,SSD,Central,1247.06,16
2023-03-12,Case,South,1809.48,1
2024-06-20,Microphone,North,1833.2,10
2024-10-23,Power Supply,West,253.24,34
2023-12-16,SSD,Central,303.71,38
2024-12-27,Speaker,South,133.75,38
2024-10-12,Webcam,Central,1171.16,30
2024-04-02,Speaker,South,1400.71,19
2023-01-13,Monitor,East,247.29,21
2023-07-08,Processor,West,1109.76,30
2024-12-14,Microphone,Central,186.03,36
2024-01-25,RAM,South,962.0,43
2023-01-09,Case,East,602.44,22
2024-03-04,Microphone,North,678.66,49
2024-10-02,Headphones,Central,1467.04,8
2023-10-23,Speaker,Central,1448.2,17
2023-12-14,USB Cable,East,1346.47,1
2024-06-29,Cooling Fan,East,1874.89,50
2023-08-22,Microphone,Central,1903.04,6
2023-08-09,Monitor,West,162.74,41
2024-10-26,Graphics Card,North,1050.8,35
2023-01-24,Cooling Fan,Central,1161.16,29
2024-02-13,RAM,Central,228.59,47
2023-02-19,Cooling Fan,South,1092.86,25
2023-05-18,Webcam,Central,1803.52,39
2024-07-02,Chair,East,172.24,38
2024-09-16,Webcam,West,1310.45,35
2024-11-26,USB Cable,West,505.39,46
2023-04-30,Laptop,Central,1840.25,17
2023-01-02,Processor,Central,1757.26,46
2023-10-26,Case,West,1569.7,23
2024-12-21,Webcam,West,597.65,28
2023-06-20,Headphones,South,1990.82,32
2023-12-13,Laptop,West,400.48,37
2024-12-02,Chair,North,1251.33,26
2023-01-11,Headphones,East,823.54,49
2023-08-19,Cooling Fan,East,1633.3,6
2023-02-12,Graphics Card,South,1927.28,3
2023-12-28,SSD,North,1214.73,5
2024-11-23,SSD,East,1479.34,34
2023-01-22,Chair,Central,1018.46,39
2024-11-12,Keyboard,East,1063.54,36
2023-03-03,Mouse,Central,1534.33,45
2024-06-23,Power Supply,East,603.71,28
2023-12-31,Webcam,South,704.28,42
2023-11-28,Headphones,North,301.73,49
2023-06-22,Keyboard,West,1418.01,33
2023-10-04,SSD,Central,1603.97,44
2024-06-23,Processor,North,1460.09,12
2023-02-16,Chair,Central,987.76,15
2023-10-24,Monitor,Central,1883.19,11
2023-06-01,USB Cable,East,1626.98,47
2024-04-03,Keyboard,West,1429.55,44
2023-10-29,Mouse,South,1107.24,32
2024-05-29,External Drive,East,1558.1,14
2024-12-13,RAM,East,1695.47,39
2023-04-21,Desk,Central,212.13,23
2024-12-23,Microphone,North,1422.1,27
2023-06-05,Headphones,East,1917.68,14
2024-06-02,Headphones,West,202.49,43
2024-06-16,Speaker,East,1595.53,6
2024-04-12,External Drive,East,929.05,7
2024-12-27,RAM,West,606.31,49
2024-05-23,RAM,South,1648.01,19
2023-04-19,Case,East,831.93,40
2024-12-14,USB Cable,West,490.21,31
2024-02-13,Motherboard,East,1098.38,18
2024-11-07,Mouse,South,1714.79,44
2023-10-08,Keyboard,West,855.88,21
2023-02-01,External Drive,West,613.84,11
2024-06-02,SSD,South,575.61,8
2024-12-26,Processor,East,387.76,43
2023-09-01,Graphics Card,East,380.72,6
2024-09-02,Headphones,South,1213.87,9
2024-10-02,External Drive,North,1839.9,44
2023-03-28,Monitor,East,1710.57,15
2023-09-04,Desk,South,1323.8,26
2023-08-02,Cooling Fan,East,1773.74,25
2023-11-04,Power Supply,North,290.83,41
2023-08-01,Microphone,North,1945.94,6
2024-05-07,Graphics Card,East,989.49,2
2023-03-12,Headphones,South,1474.3,24
2024-10-31,Keyboard,East,1473.79,50
2024-08-02,Keyboard,East,1061.67,20
2024-09-23,Power Supply,West,43.12,24
2023-12-28,Motherboard,Central,129.31,16
2023-09-27,SSD,North,1647.94,30
2023-06-24,Headphones,East,1180.83,14
2023-09-04,Microphone,Central,349.02,42
2023-01-06,Headphones,North,1219.94,6
2023-01-29,Laptop,South,217.48,43
2024-07-25,Webcam,South,799.15,31
2023-05-19,Headphones,North,1030.3,9
2024-09-01,Processor,West,430.73,12
2024-03-02,Mouse,South,889.93,50
2023-08-05,External Drive,South,1830.4,45
2023-12-11,Microphone,East,1117.45,18
2023-12-12,Power Supply,Central,1377.3,40
2024-03-19,SSD,West,1340.46,17
2023-07-23,Processor,Central,38.91,44
2023-06-28,External Drive,North,747.94,9
2023-08-06,Headphones,Central,652.21,31
2023-01-25,Speaker,Central,1282.65,37
2023-02-19,Motherboard,South,626.08,39
2023-04-23,SSD,North,1863.19,20
2024-06-05,Headphones,Central,1593.32,9
2023-09-25,USB Cable,South,581.44,9
2024-09-25,Motherboard,East,1528.62,38
2024-06-24,Webcam,West,356.43,12
2024-10-03,Motherboard,North,601.99,7
2024-07-17,Motherboard,West,634.65,15
2023-12-12,External Drive,East,863.07,42
2023-04-19,RAM,Central,800.62,4
2023-11-28,Power Supply,Central,1951.51,31
2023-08-02,RAM,Central,1273.3,32
2024-08-22,Processor,East,1373.35,4
2024-08-02,SSD,West,1614.03,25
2023-12-01,RAM,North,872.98,43
2024-05-06,Keyboard,West,57.57,41
2023-12-21,Microphone,Central,1651.53,45
2024-03-10,Speaker,South,1127.99,27
2023-01-02,Motherboard,West,1564.09,40
2023-07-26,RAM,South,1024.22,5
2024-01-24,Processor,North,1962.9,10
2024-02-02,RAM,North,718.76,11
2023-01-14,Laptop,Central,1404.95,18
2024-12-21,Keyboard,North,296.75,6
2024-03-31,USB Cable,South,1118.23,41
2023-08-05,Webcam,Central,176.87,28
2023-12-31,RAM,West,708.13,21
2024-09-25,Laptop,South,1062.5,40
2023-07-04,Laptop,North,52.63,38
2024-07-26,Power Supply,West,450.88,19
2024-02-11,Desk,East,284.92,16
2024-03-23,Monitor,South,1413.85,35
2024-02-07,USB Cable,Central,348.58,43
2024-12-08,Cooling Fan,Central,1323.23,19
2024-12-11,Graphics Card,South,1880.48,5
2024-04-27,USB Cable,Central,622.58,41
2024-03-22,Desk,East,1979.57,7
2023-12-13,Monitor,South,1460.92,20
2024-02-27,SSD,South,97.4,8
2023-01-03,External Drive,East,1935.12,45
2024-05-25,Mouse,East,1114.92,32
2024-07-06,Microphone,Central,1188.81,25
2024-10-01,SSD,West,844.3,39
2023-11-23,Power Supply,Central,1159.16,17
2024-03-10,Keyboard,West,1394.29,2
2023-03-18,USB Cable,West,1920.37,38
2023-07-16,Webcam,South,1339.66,28
2023-09-27,Chair,North,391.78,42
2023-06-06,Keyboard,North,239.85,20
2024-01-23,RAM,North,797.51,23
2024-07-17,Chair,Central,301.47,42
2023-10-20,Power Supply,West,537.91,44
2024-10-15,Case,North,1032.03,29
2024-05-13,Mouse,Central,1632.67,35
2024-05-31,RAM,North,1689.76,20
2023-06-23,USB Cable,East,526.41,42
2023-11-28,External Drive,Central,489.92,47
2024-06-23,USB Cable,North,987.01,5
2024-01-12,Speaker,North,1761.33,47
2023-02-15,Graphics Card,Central,1185.0,7
2024-03-20,Headphones,South,1516.87,44
2023-04-17,Microphone,Central,1641.63,47
2024-07-16,Case,East,791.16,5
2023-04-03,Laptop,East,1933.06,16
2024-01-28,Cooling Fan,North,620.43,29
2024-07-02,Graphics Card,Central,1796.26,21
2023-06-27,Headphones,South,670.29,32
2024-06-08,Desk,Central,255.18,43
2023-04-07,Power Supply,South,306.94,1
2024-04-14,External Drive,Central,263.19,2
2024-09-17,Microphone,South,371.21,34
2023-08-09,Speaker,East,1802.81,18
2023-10-15,External Drive,East,1729.9,45
2024-09-25,Webcam,South,1877.29,44
2023-07-01,Chair,East,965.81,8
2023-12-14,Laptop,South,1466.83,44
2023-05-10,Webcam,West,1764.42,3
2024-05-23,Power Supply,East,1223.49,43
2023-11-19,Cooling Fan,South,1701.78,24
2024-02-24,Processor,West,59.72,1
2024-04-22,Case,North,71.44,25
2024-12-20,External Drive,East,1919.03,3
2023-06-14,Keyboard,West,1729.72,38
2023-04-04,Processor,South,74.88,31
2023-09-23,Desk,North,1582.23,28
2023-01-07,Monitor,North,107.55,14
2024-01-26,Case,West,1335.96,44
2023-01-12,Processor,East,1138.53,36
2023-06-27,Power Supply,North,1768.59,16
2024-10-24,Headphones,West,87.21,46
2023-04-23,Desk,South,1386.35,34
2024-11-08,RAM,North,678.77,30
2024-12-09,Cooling Fan,East,599.78,46
2024-03-03,USB Cable,South,1350.74,13
2024-10-17,SSD,West,1734.06,16
2023-12-05,Monitor,South,1676.92,1
2024-12-02,Microphone,South,470.91,13
2023-07-23,External Drive,South,735.09,2
2023-12-07,Laptop,West,774.42,44
2024-06-21,SSD,North,1553.27,33
2024-12-12,Keyboard,Central,1746.45,28
2024-10-19,Cooling Fan,West,1055.25,40
2023-02-09,Cooling Fan,Central,598.11,12
2023-03-07,External Drive,Central,123.51,31
2023-07-15,Keyboard,Central,1397.56,11
2023-02-08,Cooling Fan,Central,1945.34,25
2024-01-06,Desk,North,688.42,16
2023-07-09,Webcam,East,1031.67,46
2023-04-24,Monitor,Central,380.31,26
2023-11-17,Laptop,South,1339.92,21
2024-01-03,USB Cable,South,1591.32,26
2023-07-27,Motherboard,North,1201.3,5
2024-03-03,Laptop,South,1398.09,49
2024-08-27,Cooling Fan,South,772.31,2
2024-12-12,Processor,East,1825.64,3
2023-06-14,Power Supply,Central,1302.21,25
2023-09-07,Mouse,South,213.84,29
2024-09-20,SSD,North,1206.88,44
2024-09-25,Processor,East,439.21,32
2024-10-11,Motherboard,North,1767.24,44
2023-07-17,Chair,Central,1576.83,36
2023-01-20,SSD,West,1649.52,31
2024-06-13,Cooling Fan,East,347.14,21
2023-02-15,Microphone,East,1267.5,11
2024-07-24,Mouse,South,1105.58,25
2024-07-06,Laptop,East,1937.45,11
2023-10-15,Motherboard,Central,1805.23,33
2024-04-01,Laptop,South,971.43,35
2024-03-19,Headphones,South,33.24,39
2024-03-20,Keyboard,West,1050.4,23
2024-02-02,Motherboard,East,621.07,50
2024-07-27,Speaker,Central,1665.37,21
2023-05-13,Desk,West,663.09,50
2024-06-17,USB Cable,East,853.65,13
2023-11-27,Headphones,North,28.76,29
2023-01-14,Headphones,West,440.99,21
2024-03-19,Chair,North,1136.16,40
2023-08-13,External Drive,North,1614.72,13
2023-12-15,Power Supply,North,811.07,11
2023-02-19,Webcam,West,448.19,13
2023-10-31,Mouse,South,1844.71,20
2023-09-12,Monitor,East,1763.99,46
2023-04-24,Microphone,Central,693.87,39
2023-11-29,Power Supply,South,1036.13,50
2024-12-28,Mouse,Central,499.58,18
2024-11-14,Monitor,East,1674.31,50
2023-10-05,Microphone,Central,1848.08,50
2023-02-15,Cooling Fan,West,185.88,27
2024-02-24,Speaker,South,1088.74,30
2024-02-27,Microphone,West,1802.95,47
2023-11-20,Laptop,East,1346.84,45
2023-04-05,Laptop,Central,1108.28,47
2023-12-17,Speaker,North,1427.94,33
2023-12-27,Webcam,Central,456.9,44
2024-08-15,RAM,East,1269.18,44
2024-10-31,External Drive,Central,442.07,13
2024-06-12,Microphone,North,635.57,29
2023-12-19,Headphones,North,993.06,50
2023-07-11,Chair,Central,662.42,23
2024-06-18,Cooling Fan,South,1134.23,22
2023-07-20,Cooling Fan,East,868.74,49
2023-03-31,Speaker,North,469.6,44
2024-02-08,Laptop,East,17.54,31
2024-08-17,Motherboard,North,683.28,30
2024-10-18,RAM,South,1306.05,29
2023-03-21,USB Cable,East,1671.76,10
2024-07-24,Case,North,956.65,27
2023-01-22,SSD,West,215.23,34
2024-11-29,Mouse,West,618.7,14
2023-06-25,Keyboard,West,634.99,45
2023-08-04,Cooling Fan,East,241.25,21
2024-12-22,Processor,South,1558.46,40
2023-02-08,Headphones,West,1226.12,1
2024-11-28,External Drive,North,436.86,27
2023-02-17,Desk,West,466.09,23
2024-05-25,Webcam,North,1744.51,3
2023-11-30,Monitor,Central,367.5,28
2024-08-25,USB Cable,West,1932.27,49
2023-10-13,Headphones,West,1609.93,7
2024-04-01,Processor,East,1774.43,32
2024-10-09,Speaker,West,227.92,19
2023-04-25,SSD,West,1600.08,5
2024-09-29,Laptop,Central,1138.3,26
2023-10-10,Graphics Card,North,1331.1,42
2024-01-17,External Drive,North,654.32,48
2024-07-14,Cooling Fan,South,1765.76,50
2023-01-13,Processor,East,497.35,11
2024-11-10,USB Cable,East,1222.9,13
2023-03-17,Keyboard,North,1888.76,8
2023-01-22,Mouse,South,1388.43,24
2024-04-10,Case,West,32.57,26
2023-06-05,Microphone,North,1989.07,4
2024-11-07,Monitor,East,132.71,50
2023-05-04,Mouse,West,1858.04,24
2023-10-21,External Drive,North,102.51,13
2023-11-19,SSD,East,54.48,41
2023-04-07,Graphics Card,North,1062.51,27
2024-11-24,RAM,South,1813.13,45
2023-12-06,Monitor,West,1624.93,14
2023-07-08,Monitor,North,568.61,20
2024-12-22,Graphics Card,North,878.15,49
2024-10-22,SSD,East,946.2,6
2024-11-20,Microphone,South,566.99,40
2024-01-31,USB Cable,East,701.58,32
2023-02-18,Chair,South,337.81,8
2024-11-11,Microphone,Central,1471.7,29
2024-02-18,Headphones,Central,1198.41,46
2024-12-06,Webcam,South,289.11,27
2023-01-11,Graphics Card,South,1313.74,5
2024-09-08,Webcam,West,532.29,42
2023-01-21,Case,North,1144.54,46
2024-01-03,SSD,East,331.85,11
2023-09-12,RAM,West,1226.93,17
2024-03-25,Graphics Card,North,205.81,15
2024-09-18,Monitor,East,1691.06,21
2024-09-24,Cooling Fan,Central,578.25,9
2024-09-25,Keyboard,South,416.56,22
2024-02-21,Monitor,East,1322.08,28
2023-06-03,Processor,South,1708.69,10
2023-03-14,RAM,Central,123.67,42
2024-07-26,Headphones,West,1547.75,2
2024-12-13,Keyboard,West,702.75,29
2023-12-16,Processor,Central,345.17,23
2024-08-13,Mouse,South,1832.84,14
2024-04-06,Power Supply,West,1633.4,46
2023-11-19,Cooling Fan,West,1300.29,24
2024-07-28,Monitor,North,953.5,13
2023-02-12,Desk,North,95.52,38
2023-06-04,Cooling Fan,Central,1482.17,10
2023-02-22,Case,South,740.24,47
2023-02-07,Monitor,North,1339.95,45
2023-05-12,Motherboard,South,194.41,50
2023-08-30,Speaker,Central,1355.81,25
2024-10-18,Processor,South,1024.1,39
2023-11-11,Speaker,North,42.56,50
2023-08-18,Webcam,South,789.14,45
2024-09-02,Case,South,400.7,32
2024-12-09,Headphones,North,1138.4,14
2024-10-06,Microphone,Central,1674.03,18
2023-11-23,Chair,West,1375.11,48
2023-04-11,Microphone,West,233.7,42
2024-12-13,Mouse,West,480.32,48
2023-09-06,Cooling Fan,East,1045.23,14
2023-10-25,Processor,North,883.41,31
2023-11-13,Headphones,West,986.86,7
2023-12-18,Monitor,East,1342.3,34
2024-06-18,Webcam,East,442.03,15
2023-08-14,Case,Central,1910.82,47
2023-03-11,External Drive,West,454.36,6
2023-06-11,Keyboard,Central,1628.6,4
2024-02-20,Headphones,South,1392.86,3
2023-03-24,Case,East,994.01,39
2023-05-20,Graphics Card,Central,1272.31,43
2023-11-22,USB Cable,South,951.45,8
2024-01-20,External Drive,North,96.48,2
2023-03-02,Motherboard,North,190.49,40
2024-05-03,Processor,South,1767.19,35
2024-11-12,Microphone,West,1419.9,20
2024-03-02,External Drive,East,850.23,4
2023-02-10,USB Cable,West,1666.62,12
2024-11-04,Desk,North,1154.15,13
2023-05-03,Desk,South,1280.42,48
2024-08-16,Keyboard,West,712.02,27
2023-12-18,Desk,North,74.99,39
